Compound,SampID,ID,type,replicate,Condition_B12,Condition_TOD,Condition_Culture,Cells_on_Filter,Cell_Volume_um3,Smp_Biovolume_um3,Smp_Biovolume_L,PeakArea,nM_in_vial,nmoles_in_vial,nmole_per_cell,nmole_per_biovolume_L,min.area.flag,blk.ratio.flag
CN-B12,241121_Smp_UCYNA_Z-42,Z-42,UCYN-A,C,minus_B12,Night,UCYN-A,8654500,15,129817500,1.298175e-7,707,4.516501178406376e-4,1.8066004713625503e-7,2.0874694914351498e-14,1.3916463276234332,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-2,Z-2,filter blank,B,NA,NA,NA,NA,NA,NA,NA,390,-80.27464897392377,-0.03210985958956951,NA,NA,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-4,Z-4,filter blank,A,plus_B12,Day,NA,NA,NA,NA,NA,471,-96.94707606850795,-0.03877883042740318,NA,NA,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-7,Z-7,filter blank,A,plus_B12,Night,NA,NA,NA,NA,NA,626,-128.851103224811,-0.051540441289924396,NA,NA,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-12,Z-12,filter blank,C,minus_B12,Day,NA,NA,NA,NA,NA,584,-120.2061410276192,-0.04808245641104768,NA,NA,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-13,Z-13,filter blank,A,minus_B12,Night,NA,NA,NA,NA,NA,951,-195.74664403641412,-0.07829865761456564,NA,NA,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-17,Z-17,filter blank,B,NA,NA,NA,NA,NA,NA,NA,408,-83.97963277272027,-0.033591853109088105,NA,NA,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-19,Z-19,culture,A,plus_B12,Day,Culture,3660000,175,640500000,6.405e-7,10,-2.0583243326647125,-8.233297330658849e-4,-2.2495347897974998e-10,-1285.4484513128568,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-20,Z-20,culture,B,plus_B12,Day,Culture,3620000,175,633500000,6.335e-7,894,-184.01419534022529,-0.0736056781360901,-2.0333060258588425e-8,-116188.91576336244,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-21,Z-21,culture,C,plus_B12,Day,Culture,4040000,175,707000000,7.07e-7,5,-1.0291621663323562,-4.1166486653294247e-4,-1.018972441913224e-10,-582.2699668075566,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-22,Z-22,culture,A,plus_B12,Night,Culture,2840000,175,497000000,4.97e-7,1098,-226.00401172658545,-0.09040160469063419,-3.1831550947406403e-8,-181894.5768423223,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-23,Z-23,culture,B,plus_B12,Night,Culture,2740000,175,479500000,4.795e-7,54,-11.114951396389449,-0.004445980558555779,-1.6226206418086787e-9,-9272.117953192448,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-24,Z-24,culture,C,plus_B12,Night,Culture,3120000,175,546000000,5.46e-7,927,-190.80666563801884,-0.07632266625520755,-2.446239303051524e-8,-139785.10303151564,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-25,Z-25,UCYN-A,A,plus_B12,Day,UCYN-A,8474000,15,127110000,1.2711e-7,0,-0,-0,-0,-0,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-26,Z-26,UCYN-A,B,plus_B12,Day,UCYN-A,17385000,15,260775000,2.60775e-7,1,-0.2058324332664712,-8.233297330658847e-5,-4.735862715363156e-12,-315.7241810242104,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-27,Z-27,UCYN-A,C,plus_B12,Day,UCYN-A,9063000,15,135945000,1.35945e-7,402,-82.74463817312143,-0.03309785526924858,-3.6519756448470237e-9,-243465.04298980162,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-28,Z-28,UCYN-A,A,plus_B12,Night,UCYN-A,15513500,15,232702500,2.327025e-7,649,-133.58524918993982,-0.05343409967597593,-3.4443613417975264e-9,-229624.08945316842,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-29,Z-29,UCYN-A,B,plus_B12,Night,UCYN-A,14706000,15,220590000,2.2059e-7,0,-0,-0,-0,-0,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-30,Z-30,UCYN-A,C,plus_B12,Night,UCYN-A,16444500,15,246667500,2.466675e-7,1019,-209.74324949853417,-0.08389729979941367,-5.101845589675191e-9,-340123.0393116794,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-31,Z-31,culture,A,minus_B12,Day,Culture,855000,175,149625000,1.49625e-7,3007,-618.938126832279,-0.2475752507329116,-2.895616967636393e-7,-1654638.267220796,Flag,NA
CN-Pseudocob,241121_Smp_UCYNA_Z-32,Z-32,culture,B,minus_B12,Day,Culture,945000,175,165375000,1.65375e-7,0,-0,-0,-0,-0,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-33,Z-33,culture,C,minus_B12,Day,Culture,960000,175,168000000,1.68e-7,579,-119.17697886128684,-0.047670791544514736,-4.965707452553618e-8,-283754.7115744925,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-34,Z-34,culture,A,minus_B12,Night,Culture,690000,175,120750000,1.2075e-7,401,-82.53880573985496,-0.033015522295941985,-4.784858303759708e-8,-273420.47450055473,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-35,Z-35,culture,B,minus_B12,Night,Culture,780000,175,136500000,1.365e-7,14,-2.881654065730597,-0.001152661626292239,-1.4777713157592806e-9,-8444.40751862446,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-36,Z-36,culture,C,minus_B12,Night,Culture,855000,175,149625000,1.49625e-7,925,-190.39500077148588,-0.07615800030859435,-8.907368457145538e-8,-508992.4832654593,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-37,Z-37,UCYN-A,A,minus_B12,Day,UCYN-A,8863500,15,132952500,1.329525e-7,18,-3.704983798796482,-0.0014819935195185929,-1.6720184120478285e-10,-11146.78941365219,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-38,Z-38,UCYN-A,B,minus_B12,Day,UCYN-A,12958000,15,194370000,1.9437e-7,270,-55.57475698194723,-0.02222990279277889,-1.7155350202792785e-9,-114369.0013519519,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-39,Z-39,UCYN-A,C,minus_B12,Day,UCYN-A,9395500,15,140932500,1.409325e-7,548,-112.79617343002624,-0.0451184693720105,-4.8021360621585335e-9,-320142.40414390224,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-40,Z-40,UCYN-A,A,minus_B12,Night,UCYN-A,12407000,15,186105000,1.86105e-7,288,-59.279740780743715,-0.023711896312297486,-1.9111708158537506e-9,-127411.38772358338,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-41,Z-41,UCYN-A,B,minus_B12,Night,UCYN-A,9690000,15,145350000,1.4535e-7,378,-77.80465977472612,-0.031121863909890447,-3.211750661495402e-9,-214116.71076636016,Flag,Flag
CN-Pseudocob,241121_Smp_UCYNA_Z-42,Z-42,UCYN-A,C,minus_B12,Night,UCYN-A,8654500,15,129817500,1.298175e-7,469,-96.535411201975,-0.038614164480790004,-4.4617441193356066e-9,-297449.6079557071,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-2,Z-2,filter blank,B,NA,NA,NA,NA,NA,NA,NA,6,-3.32185100643287,-0.001328740402573148,NA,NA,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-4,Z-4,filter blank,A,plus_B12,Day,NA,NA,NA,NA,NA,239,-132.32039842290934,-0.05292815936916373,NA,NA,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-7,Z-7,filter blank,A,plus_B12,Night,NA,NA,NA,NA,NA,55,-30.450300892301307,-0.012180120356920524,NA,NA,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-12,Z-12,filter blank,C,minus_B12,Day,NA,NA,NA,NA,NA,25,-13.841045860136958,-0.005536418344054783,NA,NA,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-13,Z-13,filter blank,A,minus_B12,Night,NA,NA,NA,NA,NA,7,-3.875492840838348,-0.0015501971363353394,NA,NA,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-17,Z-17,filter blank,B,NA,NA,NA,NA,NA,NA,NA,64,-35.43307740195061,-0.014173230960780245,NA,NA,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-19,Z-19,culture,A,plus_B12,Day,Culture,3660000,175,640500000,6.405e-7,169,-93.56547001452584,-0.03742618800581034,-1.0225734427817032e-8,-58432.768158954466,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-20,Z-20,culture,B,plus_B12,Day,Culture,3620000,175,633500000,6.335e-7,272,-150.5905789582901,-0.06023623158331605,-1.6639842978816588e-8,-95084.81702180908,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-21,Z-21,culture,C,plus_B12,Day,Culture,4040000,175,707000000,7.07e-7,97,-53.7032579373314,-0.02148130317493256,-5.317154251220931e-9,-30383.738578405322,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-22,Z-22,culture,A,plus_B12,Night,Culture,2840000,175,497000000,4.97e-7,1664,-921.260012450716,-0.3685040049802864,-1.2975493133108676e-7,-741456.750463353,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-23,Z-23,culture,B,plus_B12,Night,Culture,2740000,175,479500000,4.795e-7,1505,-833.2309607802449,-0.33329238431209796,-1.2163955631828393e-7,-695083.1789616224,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-24,Z-24,culture,C,plus_B12,Night,Culture,3120000,175,546000000,5.46e-7,4852,-2686.270180535381,-1.0745080722141525,-3.4439361288915145e-7,-1967963.5022237222,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-25,Z-25,UCYN-A,A,plus_B12,Day,UCYN-A,8474000,15,127110000,1.2711e-7,1097,-607.3450923428097,-0.2429380369371239,-2.8668637825952786e-8,-1911242.5217301857,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-26,Z-26,UCYN-A,B,plus_B12,Day,UCYN-A,17385000,15,260775000,2.60775e-7,2266,-1254.552396762814,-0.5018209587051256,-2.886516874921631e-8,-1924344.5832810872,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-27,Z-27,UCYN-A,C,plus_B12,Day,UCYN-A,9063000,15,135945000,1.35945e-7,816,-451.7717368748703,-0.18070869474994813,-1.9939169673391608e-8,-1329277.9782261073,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-28,Z-28,UCYN-A,A,plus_B12,Night,UCYN-A,15513500,15,232702500,2.327025e-7,1065,-589.6285536418344,-0.23585142145673374,-1.5202979434475376e-8,-1013531.9622983583,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-29,Z-29,UCYN-A,B,plus_B12,Night,UCYN-A,14706000,15,220590000,2.2059e-7,33,-18.270180535380785,-0.007308072214152314,-4.969449350028774e-10,-33129.66233352516,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-30,Z-30,UCYN-A,C,plus_B12,Night,UCYN-A,16444500,15,246667500,2.466675e-7,3718,-2058.4403403195683,-0.8233761361278273,-5.007000128479597e-8,-3338000.085653065,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-31,Z-31,culture,A,minus_B12,Day,Culture,855000,175,149625000,1.49625e-7,5220,-2890.010375596597,-1.1560041502386387,-1.3520516377060102e-6,-7726009.358320058,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-32,Z-32,culture,B,minus_B12,Day,Culture,945000,175,165375000,1.65375e-7,1121,-620.6324963685412,-0.24825299854741648,-2.6270158576446187e-7,-1501151.9186540677,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-33,Z-33,culture,C,minus_B12,Day,Culture,960000,175,168000000,1.68e-7,64,-35.43307740195061,-0.014173230960780245,-1.4763782250812756e-8,-84364.47000464432,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-34,Z-34,culture,A,minus_B12,Night,Culture,690000,175,120750000,1.2075e-7,5024,-2781.496576053123,-1.1125986304212492,-1.6124617832192017e-6,-9214067.332681153,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-35,Z-35,culture,B,minus_B12,Night,Culture,780000,175,136500000,1.365e-7,6456,-3574.311682921768,-1.4297246731687072,-1.8329803502162913e-6,-10474173.429807378,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-36,Z-36,culture,C,minus_B12,Night,Culture,855000,175,149625000,1.49625e-7,4012,-2221.211039634779,-0.8884844158539116,-1.0391630594782592e-6,-5938074.625590052,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-37,Z-37,UCYN-A,A,minus_B12,Day,UCYN-A,8863500,15,132952500,1.329525e-7,7829,-4334.46192156049,-1.7337847686241958,-1.9560949609343892e-7,-13040633.072895927,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-38,Z-38,UCYN-A,B,minus_B12,Day,UCYN-A,12958000,15,194370000,1.9437e-7,19850,-10989.790412948743,-4.395916165179497,-3.3924341450682953e-7,-22616227.633788634,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-39,Z-39,UCYN-A,C,minus_B12,Day,UCYN-A,9395500,15,140932500,1.409325e-7,9819,-5436.209172027392,-2.174483668810957,-2.3143884506529261e-7,-15429256.337686175,Flag,NA
OH-Pseudocob,241121_Smp_UCYNA_Z-40,Z-40,UCYN-A,A,minus_B12,Night,UCYN-A,12407000,15,186105000,1.86105e-7,27,-14.948329528947914,-0.005979331811579165,-4.819321198983771e-10,-32128.80799322514,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-41,Z-41,UCYN-A,B,minus_B12,Night,UCYN-A,9690000,15,145350000,1.4535e-7,42,-23.25295704503009,-0.009301182818012036,-9.598743878237395e-10,-63991.625854915976,Flag,Flag
OH-Pseudocob,241121_Smp_UCYNA_Z-42,Z-42,UCYN-A,C,minus_B12,Night,UCYN-A,8654500,15,129817500,1.298175e-7,3491,-1932.763643909525,-0.7731054575638099,-8.932988128300998e-8,-5955325.418867333,Flag,NA
Me-Pseudocob,241121_Smp_UCYNA_Z-2,Z-2,filter blank,B,NA,NA,NA,NA,NA,NA,NA,27,2.648090284159836,0.0010592361136639345,NA,NA,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-4,Z-4,filter blank,A,plus_B12,Day,NA,NA,NA,NA,NA,39,3.825019299341985,0.0015300077197367941,NA,NA,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-7,Z-7,filter blank,A,plus_B12,Night,NA,NA,NA,NA,NA,201,19.713561004301,0.0078854244017204,NA,NA,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-12,Z-12,filter blank,C,minus_B12,Day,NA,NA,NA,NA,NA,53,5.198103150387826,0.0020792412601551304,NA,NA,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-13,Z-13,filter blank,A,minus_B12,Night,NA,NA,NA,NA,NA,276,27.06936734918943,0.010827746939675772,NA,NA,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-17,Z-17,filter blank,B,NA,NA,NA,NA,NA,NA,NA,26,2.55001286622799,0.001020005146491196,NA,NA,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-19,Z-19,culture,A,plus_B12,Day,Culture,3660000,175,640500000,6.405e-7,5,0.4903870896592288,1.9615483586369153e-4,5.359421744909604e-11,306.25267113769166,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-20,Z-20,culture,B,plus_B12,Day,Culture,3620000,175,633500000,6.335e-7,15,1.4711612689776865,5.884645075910746e-4,1.6255925624062833e-10,928.9100356607333,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-21,Z-21,culture,C,plus_B12,Day,Culture,4040000,175,707000000,7.07e-7,0,0,0,0,0,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-22,Z-22,culture,A,plus_B12,Night,Culture,2840000,175,497000000,4.97e-7,8,0.7846193434547661,3.138477373819064e-4,1.1050976668376986e-10,631.4843810501136,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-23,Z-23,culture,B,plus_B12,Night,Culture,2740000,175,479500000,4.795e-7,15,1.4711612689776865,5.884645075910746e-4,2.1476806846389583e-10,1227.2461055079762,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-24,Z-24,culture,C,plus_B12,Night,Culture,3120000,175,546000000,5.46e-7,56,5.492335404183363,0.002196934161673345,7.041455646388926e-10,4023.688940793672,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-25,Z-25,UCYN-A,A,plus_B12,Day,UCYN-A,8474000,15,127110000,1.2711e-7,34,3.334632209682756,0.0013338528838731025,1.574053438604086e-10,10493.689590693906,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-26,Z-26,UCYN-A,B,plus_B12,Day,UCYN-A,17385000,15,260775000,2.60775e-7,1,0.09807741793184575,3.92309671727383e-5,2.2565986294356227e-12,150.43990862904153,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-27,Z-27,UCYN-A,C,plus_B12,Day,UCYN-A,9063000,15,135945000,1.35945e-7,33,3.2365547917509105,0.0012946219167003642,1.4284695097653804e-10,9523.130065102536,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-28,Z-28,UCYN-A,A,plus_B12,Night,UCYN-A,15513500,15,232702500,2.327025e-7,0,0,0,0,0,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-29,Z-29,UCYN-A,B,plus_B12,Night,UCYN-A,14706000,15,220590000,2.2059e-7,0,0,0,0,0,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-30,Z-30,UCYN-A,C,plus_B12,Night,UCYN-A,16444500,15,246667500,2.466675e-7,2752,269.90905414843957,0.10796362165937583,6.56533319099856e-9,437688.879399904,Flag,NA
Me-Pseudocob,241121_Smp_UCYNA_Z-31,Z-31,culture,A,minus_B12,Day,Culture,855000,175,149625000,1.49625e-7,39,3.825019299341985,0.0015300077197367941,1.7894827131424492e-9,10225.615503671139,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-32,Z-32,culture,B,minus_B12,Day,Culture,945000,175,165375000,1.65375e-7,6,0.5884645075910746,2.3538580303642984e-4,2.490855058586559e-10,1423.345747763748,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-33,Z-33,culture,C,minus_B12,Day,Culture,960000,175,168000000,1.68e-7,14,1.3730838510458407,5.492335404183363e-4,5.721182712691002e-10,3269.247264394859,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-34,Z-34,culture,A,minus_B12,Night,Culture,690000,175,120750000,1.2075e-7,358,35.11171561960079,0.014044686247840315,2.035461775049321e-8,116312.10143138978,Flag,NA
Me-Pseudocob,241121_Smp_UCYNA_Z-35,Z-35,culture,B,minus_B12,Night,Culture,780000,175,136500000,1.365e-7,46,4.511561224864906,0.0018046244899459624,2.313621140956362e-9,13220.692234036353,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-36,Z-36,culture,C,minus_B12,Night,Culture,855000,175,149625000,1.49625e-7,442,43.350218725875834,0.017340087490350334,2.0280804082281093e-8,115890.30904160625,Flag,NA
Me-Pseudocob,241121_Smp_UCYNA_Z-37,Z-37,UCYN-A,A,minus_B12,Day,UCYN-A,8863500,15,132952500,1.329525e-7,6,0.5884645075910746,2.3538580303642984e-4,2.6556755574708618e-11,1770.4503716472414,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-38,Z-38,UCYN-A,B,minus_B12,Day,UCYN-A,12958000,15,194370000,1.9437e-7,611,59.92530235635777,0.023970120942543107,1.8498318368994526e-9,123322.1224599635,Flag,NA
Me-Pseudocob,241121_Smp_UCYNA_Z-39,Z-39,UCYN-A,C,minus_B12,Day,UCYN-A,9395500,15,140932500,1.409325e-7,51,5.001948314524134,0.002000779325809654,2.1295080898405128e-10,14196.720598936752,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-40,Z-40,UCYN-A,A,minus_B12,Night,UCYN-A,12407000,15,186105000,1.86105e-7,13,1.275006433113995,5.10002573245598e-4,4.1106034758249215e-11,2740.402317216614,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-41,Z-41,UCYN-A,B,minus_B12,Night,UCYN-A,9690000,15,145350000,1.4535e-7,48,4.707716060728597,0.0018830864242914387,1.9433296432316188e-10,12955.53095487746,Flag,Flag
Me-Pseudocob,241121_Smp_UCYNA_Z-42,Z-42,UCYN-A,C,minus_B12,Night,UCYN-A,8654500,15,129817500,1.298175e-7,36,3.5307870455464476,0.001412314818218579,1.63188493641294e-10,10879.232909419601,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-2,Z-2,filter blank,B,NA,NA,NA,NA,NA,NA,NA,708,-217.77080931519455,-0.08710832372607782,NA,NA,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-4,Z-4,filter blank,A,plus_B12,Day,NA,NA,NA,NA,NA,194,-59.671662439474225,-0.02386866497578969,NA,NA,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-7,Z-7,filter blank,A,plus_B12,Night,NA,NA,NA,NA,NA,629,-193.4715240949963,-0.07738860963799853,NA,NA,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-12,Z-12,filter blank,C,minus_B12,Day,NA,NA,NA,NA,NA,612,-188.24256398432075,-0.0752970255937283,NA,NA,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-13,Z-13,filter blank,A,minus_B12,Night,NA,NA,NA,NA,NA,529,-162.71293520866942,-0.06508517408346777,NA,NA,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-17,Z-17,filter blank,B,NA,NA,NA,NA,NA,NA,NA,538,-165.48120820843883,-0.06619248328337554,NA,NA,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-19,Z-19,culture,A,plus_B12,Day,Culture,3660000,175,640500000,6.405e-7,74,-22.76135577588192,-0.009104542310352768,-2.487579866216603e-9,-14214.742092666304,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-20,Z-20,culture,B,plus_B12,Day,Culture,3620000,175,633500000,6.335e-7,932,-286.6700484205669,-0.11466801936822675,-3.167624844426153e-8,-181007.13396720876,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-21,Z-21,culture,C,plus_B12,Day,Culture,4040000,175,707000000,7.07e-7,208,-63.977864883559995,-0.025591145953424,-6.334442067679207e-9,-36196.81181530976,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-22,Z-22,culture,A,plus_B12,Night,Culture,2840000,175,497000000,4.97e-7,1002,-308.20106064099576,-0.1232804242563983,-4.340860009028109e-8,-248049.14337303484,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-23,Z-23,culture,B,plus_B12,Night,Culture,2740000,175,479500000,4.795e-7,826,-254.06594420106035,-0.10162637768042414,-3.708991886146866e-8,-211942.39349410663,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-24,Z-24,culture,C,plus_B12,Night,Culture,3120000,175,546000000,5.46e-7,792,-243.6080239797092,-0.09744320959188368,-3.123179794611657e-8,-178467.4168349518,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-25,Z-25,UCYN-A,A,plus_B12,Day,UCYN-A,8474000,15,127110000,1.2711e-7,435,-133.7998616555221,-0.05351994466220884,-6.315782943380794e-9,-421052.19622538623,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-26,Z-26,UCYN-A,B,plus_B12,Day,UCYN-A,17385000,15,260775000,2.60775e-7,346,-106.42471754669114,-0.04256988701867646,-2.448656141425163e-9,-163243.7427616775,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-27,Z-27,UCYN-A,C,plus_B12,Day,UCYN-A,9063000,15,135945000,1.35945e-7,343,-105.50195988010134,-0.042200783952040535,-4.656381325393417e-9,-310425.4216928945,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-28,Z-28,UCYN-A,A,plus_B12,Night,UCYN-A,15513500,15,232702500,2.327025e-7,349,-107.34747521328094,-0.04293899008531238,-2.767846719651425e-9,-184523.11464342833,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-29,Z-29,UCYN-A,B,plus_B12,Night,UCYN-A,14706000,15,220590000,2.2059e-7,194,-59.671662439474225,-0.02386866497578969,-1.6230562339038278e-9,-108203.74892692185,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-30,Z-30,UCYN-A,C,plus_B12,Night,UCYN-A,16444500,15,246667500,2.466675e-7,511,-157.17638920913055,-0.06287055568365221,-3.8231965510445566e-9,-254879.7700696371,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-31,Z-31,culture,A,minus_B12,Day,Culture,855000,175,149625000,1.49625e-7,883,-271.5983398662667,-0.1086393359465067,-1.270635508146277e-7,-726077.4332264442,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-32,Z-32,culture,B,minus_B12,Day,Culture,945000,175,165375000,1.65375e-7,802,-246.6838828683419,-0.09867355314733676,-1.0441645835697012e-7,-596665.4763255435,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-33,Z-33,culture,C,minus_B12,Day,Culture,960000,175,168000000,1.68e-7,422,-129.8012451002996,-0.05192049804011984,-5.4083852125124834e-8,-309050.58357214194,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-34,Z-34,culture,A,minus_B12,Night,Culture,690000,175,120750000,1.2075e-7,896,-275.5969564214892,-0.11023878256859568,-1.597663515486894e-7,-912950.5802782251,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-35,Z-35,culture,B,minus_B12,Night,Culture,780000,175,136500000,1.365e-7,739,-227.30597186995593,-0.09092238874798238,-1.1656716506151586e-7,-666098.0860658049,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-36,Z-36,culture,C,minus_B12,Night,Culture,855000,175,149625000,1.49625e-7,734,-225.7680424256396,-0.09030721697025584,-1.0562247598860333e-7,-603557.0056491619,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-37,Z-37,UCYN-A,A,minus_B12,Day,UCYN-A,8863500,15,132952500,1.329525e-7,236,-72.59026977173153,-0.029036107908692613,-3.275918983324038e-9,-218394.59888826922,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-38,Z-38,UCYN-A,B,minus_B12,Day,UCYN-A,12958000,15,194370000,1.9437e-7,403,-123.9571132118975,-0.049582845284758995,-3.8264273255717695e-9,-255095.15503811798,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-39,Z-39,UCYN-A,C,minus_B12,Day,UCYN-A,9395500,15,140932500,1.409325e-7,214,-65.82338021673961,-0.026329352086695842,-2.802336446883704e-9,-186822.42979224696,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-40,Z-40,UCYN-A,A,minus_B12,Night,UCYN-A,12407000,15,186105000,1.86105e-7,301,-92.58335254784404,-0.03703334101913762,-2.9848747496685435e-9,-198991.64997790288,Flag,Flag
